"gene","cluster_id","baseMean","logFC","lfcSE","stat","p_val","p_adj.loc","p_adj.glb","contrast","comparison_type","method"
"1810037I17Rik","NKT_cells",103,0.626,0.3,2.09,0.037,0.291,0.185,"WB","Compartment","muscat_DESeq2"
"Usp53","NKT_cells",47.8,0.426,0.361,1.18,0.238,0.661,0.537,"WB","Compartment","muscat_DESeq2"
"Sec24d","NKT_cells",32.6,0.159,0.419,0.379,0.705,0.922,0.88,"WB","Compartment","muscat_DESeq2"
"Mettl14","NKT_cells",32.9,0.131,0.421,0.311,0.756,0.94,0.905,"WB","Compartment","muscat_DESeq2"
"Gm35065","NKT_cells",15.9,2.11,0.637,3.31,0.000923,0.0272,0.0135,"WB","Compartment","muscat_DESeq2"
"Prss12","NKT_cells",62,0.781,0.434,1.8,0.072,0.401,0.275,"WB","Compartment","muscat_DESeq2"
"Snhg8","NKT_cells",85.9,0.299,0.333,0.9,0.368,0.768,0.667,"WB","Compartment","muscat_DESeq2"
"Camk2d","NKT_cells",169,-0.206,0.242,-0.853,0.393,0.785,0.687,"WB","Compartment","muscat_DESeq2"
"Larp7","NKT_cells",58.4,0.346,0.332,1.04,0.297,0.713,0.6,"WB","Compartment","muscat_DESeq2"
"Zgrf1","NKT_cells",10.4,0.186,0.726,0.256,0.798,0.951,0.924,"WB","Compartment","muscat_DESeq2"
"Ap1ar","NKT_cells",53.3,-0.794,0.394,-2.02,0.0437,0.315,0.204,"WB","Compartment","muscat_DESeq2"
"Fam241a","NKT_cells",66.4,1.03,0.367,2.82,0.00483,0.0887,0.0458,"WB","Compartment","muscat_DESeq2"
"Elovl6","NKT_cells",34.7,-0.43,0.416,-1.03,0.301,0.718,0.604,"WB","Compartment","muscat_DESeq2"
"Gar1","NKT_cells",74.2,-0.174,0.33,-0.529,0.597,0.882,0.822,"WB","Compartment","muscat_DESeq2"
"Pla2g12a","NKT_cells",13.2,-0.184,0.691,-0.265,0.791,0.95,0.921,"WB","Compartment","muscat_DESeq2"
"Casp6","NKT_cells",20.5,0.0215,0.523,0.0412,0.967,0.992,0.988,"WB","Compartment","muscat_DESeq2"
"Sec24b","NKT_cells",118,-0.106,0.273,-0.389,0.697,0.92,0.877,"WB","Compartment","muscat_DESeq2"
"Ostc","NKT_cells",90.8,0.239,0.306,0.784,0.433,0.803,0.714,"WB","Compartment","muscat_DESeq2"
"Rpl34","NKT_cells",1570,0.713,0.267,2.67,0.00751,0.118,0.0631,"WB","Compartment","muscat_DESeq2"
"Lef1os1","NKT_cells",11,1.55,0.693,2.24,0.0252,0.238,0.144,"WB","Compartment","muscat_DESeq2"
"Lef1","NKT_cells",523,0.251,0.212,1.19,0.236,0.658,0.533,"WB","Compartment","muscat_DESeq2"
"Hadh","NKT_cells",37.1,0.418,0.409,1.02,0.306,0.721,0.609,"WB","Compartment","muscat_DESeq2"
"Sgms2","NKT_cells",10.5,-1.18,0.903,-1.3,0.193,0.619,0.482,"WB","Compartment","muscat_DESeq2"
"Papss1","NKT_cells",31,-0.135,0.438,-0.309,0.758,0.94,0.906,"WB","Compartment","muscat_DESeq2"
"Aimp1","NKT_cells",74,0.309,0.301,1.03,0.305,0.721,0.608,"WB","Compartment","muscat_DESeq2"
"Tbck","NKT_cells",83.7,-0.0463,0.291,-0.159,0.874,0.973,0.956,"WB","Compartment","muscat_DESeq2"
"Gstcd","NKT_cells",30.2,-0.195,0.43,-0.454,0.65,0.905,0.852,"WB","Compartment","muscat_DESeq2"
"Ints12","NKT_cells",15.7,0.0638,0.584,0.109,0.913,0.982,0.971,"WB","Compartment","muscat_DESeq2"
"Ppa2","NKT_cells",36.6,0.108,0.411,0.262,0.793,0.95,0.922,"WB","Compartment","muscat_DESeq2"
"Tet2","NKT_cells",70.3,-0.29,0.315,-0.92,0.357,0.759,0.657,"WB","Compartment","muscat_DESeq2"
"Cisd2","NKT_cells",77.2,0.356,0.3,1.19,0.235,0.658,0.533,"WB","Compartment","muscat_DESeq2"
"Ube2d3","NKT_cells",449,0.843,0.197,4.28,0.0000183,0.00131,0.000616,"WB","Compartment","muscat_DESeq2"
"Manba","NKT_cells",29.9,-0.177,0.442,-0.401,0.688,0.916,0.872,"WB","Compartment","muscat_DESeq2"
"Nfkb1","NKT_cells",232,-0.325,0.242,-1.34,0.181,0.603,0.467,"WB","Compartment","muscat_DESeq2"
"Ppp3ca","NKT_cells",298,-0.432,0.241,-1.8,0.0722,0.401,0.276,"WB","Compartment","muscat_DESeq2"
"H2az1","NKT_cells",671,0.151,0.184,0.817,0.414,0.793,0.701,"WB","Compartment","muscat_DESeq2"
"Dnajb14","NKT_cells",9.84,-0.591,0.74,-0.799,0.424,0.798,0.708,"WB","Compartment","muscat_DESeq2"
"Lamtor3","NKT_cells",47.4,0.00396,0.373,0.0106,0.992,0.998,0.997,"WB","Compartment","muscat_DESeq2"
"Dapp1","NKT_cells",68.2,0.246,0.314,0.784,0.433,0.803,0.714,"WB","Compartment","muscat_DESeq2"
"Trmt10a","NKT_cells",12.7,0.814,0.666,1.22,0.221,0.645,0.516,"WB","Compartment","muscat_DESeq2"
"Adh5","NKT_cells",94.7,0.289,0.285,1.01,0.311,0.726,0.614,"WB","Compartment","muscat_DESeq2"
"Metap1","NKT_cells",42.1,-0.167,0.386,-0.433,0.665,0.91,0.86,"WB","Compartment","muscat_DESeq2"
"Eif4e","NKT_cells",71.1,0.197,0.319,0.619,0.536,0.853,0.784,"WB","Compartment","muscat_DESeq2"
"Tspan5","NKT_cells",101,-0.224,0.305,-0.734,0.463,0.819,0.738,"WB","Compartment","muscat_DESeq2"
"Rap1gds1","NKT_cells",239,-0.184,0.223,-0.824,0.41,0.791,0.698,"WB","Compartment","muscat_DESeq2"
"Pdlim5","NKT_cells",78.9,-0.121,0.311,-0.388,0.698,0.92,0.877,"WB","Compartment","muscat_DESeq2"
"Gbp5","NKT_cells",32.3,-0.517,0.436,-1.19,0.235,0.658,0.533,"WB","Compartment","muscat_DESeq2"
"Gbp7","NKT_cells",135,0.179,0.25,0.714,0.475,0.826,0.746,"WB","Compartment","muscat_DESeq2"
"Gbp3","NKT_cells",24.6,0.454,0.503,0.902,0.367,0.768,0.666,"WB","Compartment","muscat_DESeq2"
"Gbp2","NKT_cells",51.1,0.229,0.344,0.665,0.506,0.837,0.764,"WB","Compartment","muscat_DESeq2"
"Gtf2b","NKT_cells",60.7,0.424,0.322,1.32,0.188,0.613,0.476,"WB","Compartment","muscat_DESeq2"
"Pkn2","NKT_cells",134,0.171,0.257,0.663,0.507,0.838,0.765,"WB","Compartment","muscat_DESeq2"
"Lmo4","NKT_cells",30.8,-0.0902,0.449,-0.201,0.841,0.964,0.943,"WB","Compartment","muscat_DESeq2"
"Hs2st1","NKT_cells",36.4,-0.636,0.417,-1.53,0.127,0.519,0.384,"WB","Compartment","muscat_DESeq2"
"Selenof","NKT_cells",168,0.526,0.257,2.05,0.0406,0.306,0.196,"WB","Compartment","muscat_DESeq2"
"Sh3glb1","NKT_cells",183,-0.02,0.228,-0.088,0.93,0.985,0.976,"WB","Compartment","muscat_DESeq2"
"Odf2l","NKT_cells",13.4,-0.857,0.697,-1.23,0.219,0.642,0.512,"WB","Compartment","muscat_DESeq2"
"Znhit6","NKT_cells",34.1,-0.593,0.434,-1.37,0.172,0.59,0.455,"WB","Compartment","muscat_DESeq2"
"Ddah1","NKT_cells",11,-1.1,0.722,-1.52,0.129,0.521,0.387,"WB","Compartment","muscat_DESeq2"
"Bcl10","NKT_cells",70.7,1,0.323,3.09,0.00197,0.0476,0.0237,"WB","Compartment","muscat_DESeq2"
"2410004B18Rik","NKT_cells",30.5,-0.203,0.496,-0.41,0.682,0.914,0.868,"WB","Compartment","muscat_DESeq2"
"Mcoln2","NKT_cells",49.4,-0.304,0.359,-0.845,0.398,0.785,0.69,"WB","Compartment","muscat_DESeq2"
"Spata1","NKT_cells",14.9,-0.369,0.612,-0.603,0.546,0.857,0.789,"WB","Compartment","muscat_DESeq2"
"Gng5","NKT_cells",233,0.503,0.272,1.85,0.0646,0.378,0.257,"WB","Compartment","muscat_DESeq2"
"Rpf1","NKT_cells",49.5,0.123,0.362,0.34,0.734,0.932,0.895,"WB","Compartment","muscat_DESeq2"
"Prkacb","NKT_cells",204,-0.106,0.235,-0.452,0.651,0.906,0.853,"WB","Compartment","muscat_DESeq2"
"Dnajb4","NKT_cells",20.9,0.655,0.543,1.21,0.228,0.65,0.524,"WB","Compartment","muscat_DESeq2"
"Fubp1","NKT_cells",248,0.419,0.224,1.87,0.0616,0.369,0.251,"WB","Compartment","muscat_DESeq2"
"Miga1","NKT_cells",30.9,-0.333,0.438,-0.759,0.448,0.812,0.726,"WB","Compartment","muscat_DESeq2"
"Usp33","NKT_cells",56.7,-0.211,0.353,-0.597,0.551,0.858,0.791,"WB","Compartment","muscat_DESeq2"
"Zzz3","NKT_cells",94.6,-0.662,0.286,-2.32,0.0204,0.212,0.125,"WB","Compartment","muscat_DESeq2"
"Pigk","NKT_cells",69.7,-0.236,0.306,-0.772,0.44,0.808,0.721,"WB","Compartment","muscat_DESeq2"
"St6galnac3","NKT_cells",324,-0.939,0.256,-3.67,0.000239,0.00982,0.00479,"WB","Compartment","muscat_DESeq2"
"Rabggtb","NKT_cells",47.6,-0.374,0.371,-1.01,0.313,0.727,0.616,"WB","Compartment","muscat_DESeq2"
"Acadm","NKT_cells",36.9,-0.1,0.405,-0.247,0.805,0.953,0.927,"WB","Compartment","muscat_DESeq2"
"Fpgt","NKT_cells",15.5,-0.211,0.59,-0.357,0.721,0.927,0.889,"WB","Compartment","muscat_DESeq2"
"Zranb2","NKT_cells",80.6,0.28,0.317,0.882,0.378,0.775,0.674,"WB","Compartment","muscat_DESeq2"
"Ankrd13c","NKT_cells",54.4,0.294,0.345,0.853,0.394,0.785,0.687,"WB","Compartment","muscat_DESeq2"
"Srsf11","NKT_cells",303,0.491,0.2,2.46,0.0139,0.172,0.0967,"WB","Compartment","muscat_DESeq2"
"Lrrc40","NKT_cells",12.1,-0.31,0.655,-0.473,0.636,0.899,0.845,"WB","Compartment","muscat_DESeq2"
"Wls","NKT_cells",65.2,-0.547,0.328,-1.67,0.0954,0.457,0.325,"WB","Compartment","muscat_DESeq2"
"Tmem68","NKT_cells",27.4,-0.0556,0.447,-0.124,0.901,0.979,0.966,"WB","Compartment","muscat_DESeq2"
"Tgs1","NKT_cells",67.4,-0.0138,0.309,-0.0447,0.964,0.992,0.988,"WB","Compartment","muscat_DESeq2"
"Lyn","NKT_cells",106,-0.433,0.276,-1.57,0.116,0.504,0.365,"WB","Compartment","muscat_DESeq2"
"Rps20","NKT_cells",3910,0.146,0.194,0.753,0.451,0.814,0.729,"WB","Compartment","muscat_DESeq2"
"Chchd7","NKT_cells",45.5,0.181,0.371,0.489,0.625,0.894,0.838,"WB","Compartment","muscat_DESeq2"
"Gm11808","NKT_cells",15.5,-0.455,0.597,-0.763,0.446,0.811,0.724,"WB","Compartment","muscat_DESeq2"
"Bpnt2","NKT_cells",45.5,-0.282,0.366,-0.771,0.441,0.808,0.721,"WB","Compartment","muscat_DESeq2"
"Ubxn2b","NKT_cells",29.9,-0.391,0.461,-0.847,0.397,0.785,0.689,"WB","Compartment","muscat_DESeq2"
"Sdcbp","NKT_cells",162,0.636,0.243,2.62,0.00892,0.131,0.071,"WB","Compartment","muscat_DESeq2"
"Nsmaf","NKT_cells",135,-0.473,0.28,-1.69,0.0913,0.448,0.317,"WB","Compartment","muscat_DESeq2"
"Tox","NKT_cells",315,-0.782,0.252,-3.1,0.00195,0.0472,0.0235,"WB","Compartment","muscat_DESeq2"
"Rab2a","NKT_cells",324,0.419,0.209,2,0.0454,0.319,0.209,"WB","Compartment","muscat_DESeq2"
"Chd7","NKT_cells",268,0.191,0.224,0.853,0.394,0.785,0.687,"WB","Compartment","muscat_DESeq2"
"Plekhf2","NKT_cells",31.1,0.731,0.43,1.7,0.0893,0.444,0.313,"WB","Compartment","muscat_DESeq2"
"Ndufaf6","NKT_cells",15.2,-0.175,0.6,-0.292,0.771,0.944,0.912,"WB","Compartment","muscat_DESeq2"
"Trp53inp1","NKT_cells",114,0.0202,0.286,0.0707,0.944,0.988,0.981,"WB","Compartment","muscat_DESeq2"
"Ints8","NKT_cells",63.7,0.143,0.319,0.448,0.654,0.907,0.855,"WB","Compartment","muscat_DESeq2"
"Dpy19l4","NKT_cells",24.1,-0.459,0.489,-0.939,0.348,0.754,0.649,"WB","Compartment","muscat_DESeq2"
"Virma","NKT_cells",141,-0.278,0.248,-1.12,0.263,0.683,0.564,"WB","Compartment","muscat_DESeq2"
"Gem","NKT_cells",100,0.524,0.287,1.82,0.0682,0.389,0.266,"WB","Compartment","muscat_DESeq2"
"Pdp1","NKT_cells",20.8,-0.506,0.533,-0.95,0.342,0.752,0.644,"WB","Compartment","muscat_DESeq2"
"Rbm12b2","NKT_cells",11.5,0.013,0.696,0.0186,0.985,0.997,0.996,"WB","Compartment","muscat_DESeq2"
"Rbm12b1","NKT_cells",10.9,-0.285,0.725,-0.394,0.694,0.918,0.875,"WB","Compartment","muscat_DESeq2"
"Cibar1","NKT_cells",22.3,0.000351,0.51,0.000687,0.999,1,1,"WB","Compartment","muscat_DESeq2"
"Otud6b","NKT_cells",25.6,0.376,0.47,0.801,0.423,0.797,0.707,"WB","Compartment","muscat_DESeq2"
"Pip4p2","NKT_cells",35.2,0.116,0.424,0.273,0.785,0.949,0.918,"WB","Compartment","muscat_DESeq2"
"Tmem64","NKT_cells",36.5,0.0601,0.423,0.142,0.887,0.976,0.962,"WB","Compartment","muscat_DESeq2"
"Decr1","NKT_cells",18.8,-0.562,0.569,-0.988,0.323,0.735,0.625,"WB","Compartment","muscat_DESeq2"
"Nbn","NKT_cells",23.6,0.111,0.486,0.229,0.819,0.956,0.932,"WB","Compartment","muscat_DESeq2"
"Ripk2","NKT_cells",32.2,0.483,0.417,1.16,0.246,0.669,0.546,"WB","Compartment","muscat_DESeq2"
"A530072M11Rik","NKT_cells",14,-1.28,0.656,-1.95,0.0507,0.336,0.223,"WB","Compartment","muscat_DESeq2"
"Cpne3","NKT_cells",91,-0.237,0.279,-0.85,0.395,0.785,0.688,"WB","Compartment","muscat_DESeq2"
"Rmdn1","NKT_cells",30.2,0.0879,0.434,0.203,0.839,0.964,0.942,"WB","Compartment","muscat_DESeq2"
"Wwp1","NKT_cells",189,-0.279,0.237,-1.18,0.239,0.662,0.537,"WB","Compartment","muscat_DESeq2"
"Ggh","NKT_cells",31.8,0.89,0.442,2.02,0.0438,0.315,0.205,"WB","Compartment","muscat_DESeq2"
"Ccnc","NKT_cells",39.7,-0.0251,0.388,-0.0649,0.948,0.988,0.982,"WB","Compartment","muscat_DESeq2"
"Tstd3","NKT_cells",10.6,0.578,0.71,0.814,0.416,0.793,0.701,"WB","Compartment","muscat_DESeq2"
"Usp45","NKT_cells",39.5,0.2,0.404,0.494,0.621,0.892,0.836,"WB","Compartment","muscat_DESeq2"
"Pnisr","NKT_cells",226,0.719,0.225,3.2,0.00136,0.0357,0.0179,"WB","Compartment","muscat_DESeq2"
"Coq3","NKT_cells",12.5,-0.485,0.651,-0.744,0.457,0.816,0.733,"WB","Compartment","muscat_DESeq2"
"Fbxl4","NKT_cells",20.2,-0.643,0.54,-1.19,0.234,0.656,0.531,"WB","Compartment","muscat_DESeq2"
"Mms22l","NKT_cells",23.9,-0.389,0.484,-0.804,0.421,0.797,0.705,"WB","Compartment","muscat_DESeq2"
"Ndufaf4","NKT_cells",37.7,-0.151,0.395,-0.384,0.701,0.921,0.878,"WB","Compartment","muscat_DESeq2"
"Ufl1","NKT_cells",52.2,-0.282,0.358,-0.788,0.431,0.802,0.713,"WB","Compartment","muscat_DESeq2"
"Manea","NKT_cells",17.6,-0.9,0.571,-1.58,0.115,0.502,0.363,"WB","Compartment","muscat_DESeq2"
"Map3k7","NKT_cells",58.4,-0.0925,0.354,-0.262,0.794,0.95,0.922,"WB","Compartment","muscat_DESeq2"
"Bach2","NKT_cells",495,0.259,0.194,1.34,0.18,0.602,0.466,"WB","Compartment","muscat_DESeq2"
"Casp8ap2","NKT_cells",74.8,-0.0872,0.31,-0.282,0.778,0.947,0.916,"WB","Compartment","muscat_DESeq2"
"Mdn1","NKT_cells",179,-0.207,0.263,-0.787,0.431,0.802,0.713,"WB","Compartment","muscat_DESeq2"
"Lyrm2","NKT_cells",18.3,0.123,0.553,0.222,0.825,0.958,0.935,"WB","Compartment","muscat_DESeq2"
"Ube2j1","NKT_cells",99.4,0.384,0.274,1.41,0.16,0.575,0.437,"WB","Compartment","muscat_DESeq2"
"Gabrr2","NKT_cells",8.55,0.154,0.768,0.2,0.841,0.964,0.943,"WB","Compartment","muscat_DESeq2"
"Srsf12","NKT_cells",9.95,-0.331,0.775,-0.428,0.669,0.91,0.861,"WB","Compartment","muscat_DESeq2"
"Pnrc1","NKT_cells",530,0.95,0.232,4.09,0.0000435,0.0027,0.00124,"WB","Compartment","muscat_DESeq2"
"Rngtt","NKT_cells",145,0.189,0.255,0.741,0.459,0.816,0.734,"WB","Compartment","muscat_DESeq2"
"Akirin2","NKT_cells",50.7,-0.477,0.385,-1.24,0.215,0.639,0.509,"WB","Compartment","muscat_DESeq2"
"Orc3","NKT_cells",56,-0.334,0.338,-0.988,0.323,0.735,0.625,"WB","Compartment","muscat_DESeq2"
"Rars2","NKT_cells",35.2,-0.502,0.419,-1.2,0.23,0.654,0.527,"WB","Compartment","muscat_DESeq2"
"Slc35a1","NKT_cells",17.3,0.327,0.549,0.596,0.551,0.858,0.791,"WB","Compartment","muscat_DESeq2"
"Smim8","NKT_cells",22.4,0.136,0.499,0.272,0.785,0.949,0.918,"WB","Compartment","muscat_DESeq2"
"Zfp292","NKT_cells",297,0.0742,0.205,0.362,0.717,0.926,0.887,"WB","Compartment","muscat_DESeq2"
"Mob3b","NKT_cells",37.7,-1.03,0.408,-2.52,0.0116,0.152,0.0851,"WB","Compartment","muscat_DESeq2"
"C9orf72","NKT_cells",8.9,0.171,0.83,0.207,0.836,0.963,0.941,"WB","Compartment","muscat_DESeq2"
"Aco1","NKT_cells",12.2,-0.000753,0.669,-0.00113,0.999,1,1,"WB","Compartment","muscat_DESeq2"
"Rigi","NKT_cells",116,-0.0216,0.269,-0.0803,0.936,0.988,0.979,"WB","Compartment","muscat_DESeq2"
"Topors","NKT_cells",64.7,0.587,0.329,1.78,0.0749,0.41,0.282,"WB","Compartment","muscat_DESeq2"
"Ndufb6","NKT_cells",77.5,0.152,0.339,0.448,0.654,0.907,0.855,"WB","Compartment","muscat_DESeq2"
"Aptx","NKT_cells",16,-0.0621,0.57,-0.109,0.913,0.982,0.971,"WB","Compartment","muscat_DESeq2"
"Dnaja1","NKT_cells",538,0.269,0.199,1.35,0.177,0.598,0.462,"WB","Compartment","muscat_DESeq2"
"Smu1","NKT_cells",96.9,0.299,0.293,1.02,0.306,0.721,0.609,"WB","Compartment","muscat_DESeq2"
"B4galt1","NKT_cells",263,1.04,0.21,4.95,0.000000728,0.0000838,0.0000458,"WB","Compartment","muscat_DESeq2"
"Bag1","NKT_cells",106,0.0117,0.264,0.0444,0.965,0.992,0.988,"WB","Compartment","muscat_DESeq2"
"Chmp5","NKT_cells",55.3,0.696,0.352,1.98,0.0478,0.326,0.215,"WB","Compartment","muscat_DESeq2"
"Nfx1","NKT_cells",95.1,-0.334,0.275,-1.22,0.224,0.647,0.519,"WB","Compartment","muscat_DESeq2"
"Aqp3","NKT_cells",14.3,0.38,0.606,0.627,0.531,0.85,0.781,"WB","Compartment","muscat_DESeq2"
"Nol6","NKT_cells",31.9,-0.788,0.442,-1.78,0.0745,0.409,0.282,"WB","Compartment","muscat_DESeq2"
"Ube2r2","NKT_cells",90.4,0.206,0.321,0.642,0.521,0.844,0.774,"WB","Compartment","muscat_DESeq2"
"Ubap2","NKT_cells",69.7,-0.368,0.318,-1.16,0.247,0.67,0.546,"WB","Compartment","muscat_DESeq2"
"Dcaf12","NKT_cells",61.4,0.265,0.344,0.77,0.441,0.808,0.721,"WB","Compartment","muscat_DESeq2"
"Ubap1","NKT_cells",54.2,1.19,0.343,3.45,0.000552,0.0185,0.00909,"WB","Compartment","muscat_DESeq2"
"Fam219a","NKT_cells",15,-0.761,0.61,-1.25,0.212,0.639,0.505,"WB","Compartment","muscat_DESeq2"
"Rpp25l","NKT_cells",28,-0.0608,0.456,-0.133,0.894,0.978,0.964,"WB","Compartment","muscat_DESeq2"
"Dctn3","NKT_cells",101,0.336,0.275,1.22,0.222,0.646,0.517,"WB","Compartment","muscat_DESeq2"
"Sigmar1","NKT_cells",22.8,-0.131,0.531,-0.247,0.805,0.953,0.927,"WB","Compartment","muscat_DESeq2"
"Galt","NKT_cells",21.4,0.646,0.514,1.26,0.209,0.636,0.502,"WB","Compartment","muscat_DESeq2"
"Vcp","NKT_cells",178,0.0858,0.228,0.377,0.706,0.922,0.881,"WB","Compartment","muscat_DESeq2"
"Fancg","NKT_cells",8.89,-0.667,0.777,-0.859,0.391,0.783,0.685,"WB","Compartment","muscat_DESeq2"
"Pigo","NKT_cells",13.6,-0.473,0.627,-0.754,0.451,0.814,0.728,"WB","Compartment","muscat_DESeq2"
"Stoml2","NKT_cells",43.2,-0.0228,0.373,-0.0612,0.951,0.988,0.983,"WB","Compartment","muscat_DESeq2"
"Tesk1","NKT_cells",21.3,-0.741,0.575,-1.29,0.198,0.627,0.489,"WB","Compartment","muscat_DESeq2"
"Cd72","NKT_cells",47.4,-0.238,0.369,-0.646,0.518,0.844,0.773,"WB","Compartment","muscat_DESeq2"
"Sit1","NKT_cells",32.3,0.212,0.434,0.488,0.626,0.894,0.838,"WB","Compartment","muscat_DESeq2"
"Ccdc107","NKT_cells",40.3,-0.225,0.427,-0.527,0.598,0.882,0.822,"WB","Compartment","muscat_DESeq2"
"Tln1","NKT_cells",561,-0.287,0.186,-1.55,0.122,0.509,0.375,"WB","Compartment","muscat_DESeq2"
"Creb3","NKT_cells",38.4,0.235,0.413,0.569,0.57,0.868,0.803,"WB","Compartment","muscat_DESeq2"
"Gba2","NKT_cells",20.9,-0.338,0.56,-0.605,0.545,0.857,0.789,"WB","Compartment","muscat_DESeq2"
"Rgp1","NKT_cells",17,-0.504,0.562,-0.897,0.369,0.768,0.668,"WB","Compartment","muscat_DESeq2"
"Hint2","NKT_cells",35.9,-0.279,0.405,-0.689,0.491,0.832,0.755,"WB","Compartment","muscat_DESeq2"
"Reck","NKT_cells",50.6,-0.15,0.349,-0.432,0.666,0.91,0.86,"WB","Compartment","muscat_DESeq2"
"Glipr2","NKT_cells",207,0.306,0.245,1.25,0.213,0.639,0.506,"WB","Compartment","muscat_DESeq2"
"Clta","NKT_cells",270,0.172,0.205,0.841,0.4,0.785,0.691,"WB","Compartment","muscat_DESeq2"
"Gne","NKT_cells",42.9,-0.801,0.387,-2.07,0.0384,0.298,0.189,"WB","Compartment","muscat_DESeq2"
"Rnf38","NKT_cells",91.2,-0.044,0.288,-0.153,0.879,0.975,0.959,"WB","Compartment","muscat_DESeq2"
"Zcchc7","NKT_cells",254,-0.341,0.218,-1.57,0.117,0.506,0.367,"WB","Compartment","muscat_DESeq2"
"Grhpr","NKT_cells",13.1,0.447,0.644,0.694,0.488,0.831,0.753,"WB","Compartment","muscat_DESeq2"
"Zbtb5","NKT_cells",12.8,0.0754,0.652,0.116,0.908,0.981,0.969,"WB","Compartment","muscat_DESeq2"
"Polr1e","NKT_cells",18.4,-0.443,0.543,-0.816,0.414,0.793,0.701,"WB","Compartment","muscat_DESeq2"
"Tomm5","NKT_cells",91,0.0124,0.287,0.0434,0.965,0.992,0.988,"WB","Compartment","muscat_DESeq2"
"Trmt10b","NKT_cells",10.7,0.0862,0.683,0.126,0.9,0.979,0.966,"WB","Compartment","muscat_DESeq2"
"Exosc3","NKT_cells",74.4,-0.0229,0.33,-0.0695,0.945,0.988,0.981,"WB","Compartment","muscat_DESeq2"
"Dcaf10","NKT_cells",50.2,0.684,0.359,1.91,0.0567,0.355,0.239,"WB","Compartment","muscat_DESeq2"
"Slc25a51","NKT_cells",44.2,0.198,0.371,0.533,0.594,0.88,0.82,"WB","Compartment","muscat_DESeq2"
"Tdrd7","NKT_cells",27.2,0.175,0.45,0.39,0.696,0.919,0.876,"WB","Compartment","muscat_DESeq2"
"Tstd2","NKT_cells",24.3,-0.425,0.488,-0.87,0.384,0.777,0.679,"WB","Compartment","muscat_DESeq2"
"Ncbp1","NKT_cells",78,-0.234,0.299,-0.782,0.434,0.803,0.715,"WB","Compartment","muscat_DESeq2"
"Xpa","NKT_cells",59.1,0.258,0.345,0.746,0.456,0.816,0.732,"WB","Compartment","muscat_DESeq2"
"Trmo","NKT_cells",13.4,-0.14,0.678,-0.207,0.836,0.963,0.941,"WB","Compartment","muscat_DESeq2"
"Anp32b","NKT_cells",358,-0.24,0.2,-1.2,0.231,0.655,0.528,"WB","Compartment","muscat_DESeq2"
"Nans","NKT_cells",60.6,0.233,0.32,0.728,0.466,0.822,0.74,"WB","Compartment","muscat_DESeq2"
"Trim14","NKT_cells",123,-0.567,0.313,-1.81,0.0698,0.394,0.27,"WB","Compartment","muscat_DESeq2"
"Coro2a","NKT_cells",170,-1,0.262,-3.82,0.000133,0.00628,0.00305,"WB","Compartment","muscat_DESeq2"
"Galnt12","NKT_cells",50.6,-0.085,0.358,-0.237,0.812,0.955,0.93,"WB","Compartment","muscat_DESeq2"
"Tgfbr1","NKT_cells",85.4,-0.573,0.293,-1.96,0.0502,0.334,0.221,"WB","Compartment","muscat_DESeq2"
"Alg2","NKT_cells",25.4,-0.464,0.47,-0.986,0.324,0.736,0.626,"WB","Compartment","muscat_DESeq2"
"Sec61b","NKT_cells",233,0.337,0.281,1.2,0.231,0.655,0.528,"WB","Compartment","muscat_DESeq2"
"Nr4a3","NKT_cells",60,1.96,0.341,5.75,0.00000000874,0.00000196,0.00000102,"WB","Compartment","muscat_DESeq2"
"Stx17","NKT_cells",35.4,-0.513,0.412,-1.25,0.213,0.639,0.506,"WB","Compartment","muscat_DESeq2"
"Erp44","NKT_cells",77.3,0.21,0.304,0.693,0.488,0.831,0.753,"WB","Compartment","muscat_DESeq2"
"Invs","NKT_cells",48.4,-0.443,0.366,-1.21,0.226,0.649,0.522,"WB","Compartment","muscat_DESeq2"
"Tex10","NKT_cells",55.6,-0.135,0.339,-0.398,0.691,0.918,0.873,"WB","Compartment","muscat_DESeq2"
"Mrpl50","NKT_cells",15.8,0.339,0.584,0.58,0.562,0.865,0.799,"WB","Compartment","muscat_DESeq2"
"Rnf20","NKT_cells",126,0.149,0.252,0.592,0.554,0.859,0.793,"WB","Compartment","muscat_DESeq2"
"Smc2","NKT_cells",46.5,-0.402,0.4,-1.01,0.315,0.729,0.618,"WB","Compartment","muscat_DESeq2"
"Nipsnap3b","NKT_cells",39.4,0.213,0.381,0.56,0.576,0.87,0.807,"WB","Compartment","muscat_DESeq2"
"Abca1","NKT_cells",51.7,-0.46,0.379,-1.21,0.224,0.647,0.52,"WB","Compartment","muscat_DESeq2"
"Slc44a1","NKT_cells",18,-1.1,0.608,-1.81,0.0697,0.394,0.27,"WB","Compartment","muscat_DESeq2"
"Fktn","NKT_cells",13.2,-1.72,0.698,-2.46,0.0137,0.17,0.0959,"WB","Compartment","muscat_DESeq2"
"Tmem38b","NKT_cells",10.1,-0.386,0.735,-0.524,0.6,0.882,0.823,"WB","Compartment","muscat_DESeq2"
"Rad23b","NKT_cells",128,0.15,0.252,0.594,0.552,0.858,0.792,"WB","Compartment","muscat_DESeq2"
"Klf4","NKT_cells",8.69,-0.0464,0.871,-0.0532,0.958,0.989,0.985,"WB","Compartment","muscat_DESeq2"
